transaction_id,triggered_rules,is_fraud_transaction,risk_score,risk_category
TX-000169,,False,0.0,LOW
TX-000170,R13,False,5.0,LOW
TX-000171,,False,0.0,LOW
TX-000172,,False,0.0,LOW
TX-000173,,False,0.0,LOW
TX-000174,,False,0.0,LOW
TX-000175,,False,0.0,LOW
TX-000176,,False,0.0,LOW
TX-000177,,False,0.0,LOW
TX-000178,,False,0.0,LOW
TX-000179,,False,0.0,LOW
TX-000180,,False,0.0,LOW
TX-000181,,False,0.0,LOW
TX-000182,,False,0.0,LOW
TX-000183,,False,0.0,LOW
TX-000184,,False,0.0,LOW
TX-000185,,False,0.0,LOW
TX-000186,,False,0.0,LOW
TX-000187,,False,0.0,LOW
TX-000188,R21,True,40.0,MEDIUM
TX-000189,,False,0.0,LOW
TX-000190,,False,0.0,LOW
TX-000191,,False,0.0,LOW
TX-000192,,False,0.0,LOW
TX-000193,,False,0.0,LOW
TX-000194,R13,False,5.0,LOW
TX-000195,,False,0.0,LOW
TX-000196,R21,True,40.0,MEDIUM
TX-000197,,False,0.0,LOW
TX-000198,,False,0.0,LOW
TX-000199,,False,0.0,LOW
TX-000200,,False,0.0,LOW
TX-000201,,False,0.0,LOW
TX-000202,,False,0.0,LOW
TX-000203,,False,0.0,LOW
TX-000204,,False,0.0,LOW
TX-000205,,False,0.0,LOW
TX-000206,,False,0.0,LOW
TX-000207,,False,0.0,LOW
TX-000208,,False,0.0,LOW
TX-000209,,False,0.0,LOW
TX-000210,,False,0.0,LOW
TX-000211,,False,0.0,LOW
TX-000212,,False,0.0,LOW
TX-000213,,False,0.0,LOW
TX-000214,,False,0.0,LOW
TX-000215,,False,0.0,LOW
TX-000216,,False,0.0,LOW
TX-000217,R13,False,5.0,LOW
TX-000218,R21,True,40.0,MEDIUM
TX-000219,,False,0.0,LOW
TX-000220,,False,0.0,LOW
TX-000221,R13,False,5.0,LOW
TX-000222,,False,0.0,LOW
TX-000223,,False,0.0,LOW
TX-000224,,False,0.0,LOW
TX-000225,,False,0.0,LOW
TX-000226,,False,0.0,LOW
TX-000227,,False,0.0,LOW
TX-000228,,False,0.0,LOW
TX-000229,,False,0.0,LOW
TX-000230,,False,0.0,LOW
TX-000231,,False,0.0,LOW
TX-000232,R21,True,40.0,MEDIUM
TX-000233,,False,0.0,LOW
TX-000234,,False,0.0,LOW
TX-000235,,False,0.0,LOW
TX-000236,,False,0.0,LOW
TX-000237,,False,0.0,LOW
TX-000238,,False,0.0,LOW
TX-000239,,False,0.0,LOW
TX-000240,,False,0.0,LOW
TX-000241,,False,0.0,LOW
TX-000242,,False,0.0,LOW
TX-000243,,False,0.0,LOW
TX-000244,,False,0.0,LOW
TX-000245,,False,0.0,LOW
TX-000246,,False,0.0,LOW
TX-000247,,False,0.0,LOW
TX-000248,,False,0.0,LOW
TX-000249,,False,0.0,LOW
TX-000250,,False,0.0,LOW
TX-000251,,False,0.0,LOW
TX-000252,,False,0.0,LOW
TX-000253,,False,0.0,LOW
TX-000254,,False,0.0,LOW
TX-000255,,False,0.0,LOW
TX-000256,R21,True,40.0,MEDIUM
TX-000257,,False,0.0,LOW
TX-000258,R21,True,40.0,MEDIUM
TX-000259,R21,True,40.0,MEDIUM
TX-000260,R13,False,5.0,LOW
TX-000261,,False,0.0,LOW
TX-000262,,False,0.0,LOW
TX-000263,,False,0.0,LOW
TX-000264,,False,0.0,LOW
TX-000265,,False,0.0,LOW
TX-000266,,False,0.0,LOW
TX-000267,,False,0.0,LOW
TX-000268,,False,0.0,LOW
TX-000269,,False,0.0,LOW
TX-000270,R6,False,8.0,LOW
TX-000271,R21,True,40.0,MEDIUM
TX-000272,,False,0.0,LOW
TX-000273,R21,True,40.0,MEDIUM
TX-000274,R21,True,40.0,MEDIUM
TX-000275,,False,0.0,LOW
TX-000276,R13,False,5.0,LOW
TX-000277,R21,True,40.0,MEDIUM
TX-000278,,False,0.0,LOW
TX-000279,,False,0.0,LOW
TX-000280,R21,True,40.0,MEDIUM
TX-000281,,False,0.0,LOW
TX-000282,,False,0.0,LOW
TX-000283,,False,0.0,LOW
TX-000284,,False,0.0,LOW
TX-000285,R21,True,40.0,MEDIUM
TX-000286,,False,0.0,LOW
TX-000287,,False,0.0,LOW
TX-000288,R21,True,40.0,MEDIUM
TX-000289,,False,0.0,LOW
TX-000290,,False,0.0,LOW
TX-000291,,False,0.0,LOW
TX-000292,,False,0.0,LOW
TX-000293,R13,False,5.0,LOW
TX-000294,,False,0.0,LOW
TX-000295,,False,0.0,LOW
TX-000296,,False,0.0,LOW
TX-000297,,False,0.0,LOW
TX-000298,,False,0.0,LOW
TX-000299,,False,0.0,LOW
TX-000300,,False,0.0,LOW
TX-000301,,False,0.0,LOW
TX-000302,,False,0.0,LOW
TX-000303,,False,0.0,LOW
TX-000304,R21,True,40.0,MEDIUM
TX-000305,,False,0.0,LOW
TX-000306,,False,0.0,LOW
TX-000307,R6;R13,False,13.0,LOW
TX-000308,,False,0.0,LOW
TX-000309,,False,0.0,LOW
TX-000310,,False,0.0,LOW
TX-000311,,False,0.0,LOW
TX-000312,,False,0.0,LOW
TX-000313,,False,0.0,LOW
TX-000314,,False,0.0,LOW
TX-000315,,False,0.0,LOW
TX-000316,R13;R21,True,45.0,MEDIUM
TX-000317,R13,False,5.0,LOW
TX-000318,,False,0.0,LOW
TX-000319,,False,0.0,LOW
TX-000320,,False,0.0,LOW
TX-000321,,False,0.0,LOW
TX-000322,,False,0.0,LOW
TX-000323,,False,0.0,LOW
TX-000324,R21,True,40.0,MEDIUM
TX-000325,,False,0.0,LOW
TX-000326,,False,0.0,LOW
TX-000327,R21,True,40.0,MEDIUM
TX-000328,,False,0.0,LOW
TX-000329,,False,0.0,LOW
TX-000330,,False,0.0,LOW
TX-000331,,False,0.0,LOW
TX-000332,,False,0.0,LOW
TX-000333,R13,False,5.0,LOW
TX-000334,,False,0.0,LOW
TX-000335,,False,0.0,LOW
TX-000336,,False,0.0,LOW
TX-000337,,False,0.0,LOW
TX-000338,R6;R21,True,48.0,MEDIUM
TX-000339,,False,0.0,LOW
TX-000340,R21,True,40.0,MEDIUM
TX-000341,,False,0.0,LOW
TX-000342,R21,True,40.0,MEDIUM
TX-000343,R13,False,5.0,LOW
TX-000344,,False,0.0,LOW
TX-000345,,False,0.0,LOW
TX-000346,,False,0.0,LOW
TX-000347,,False,0.0,LOW
TX-000348,,False,0.0,LOW
TX-000349,,False,0.0,LOW
TX-000350,,False,0.0,LOW
TX-000351,,False,0.0,LOW
TX-000352,,False,0.0,LOW
TX-000353,R21,True,40.0,MEDIUM
TX-000354,,False,0.0,LOW
TX-000355,,False,0.0,LOW
TX-000356,R21,True,40.0,MEDIUM
TX-000357,,False,0.0,LOW
TX-000358,,False,0.0,LOW
TX-000359,,False,0.0,LOW
TX-000360,R21,True,40.0,MEDIUM
TX-000361,,False,0.0,LOW
TX-000362,,False,0.0,LOW
TX-000363,,False,0.0,LOW
TX-000364,,False,0.0,LOW
TX-000365,,False,0.0,LOW
TX-000366,,False,0.0,LOW
TX-000367,,False,0.0,LOW
TX-000368,R13,False,5.0,LOW
TX-000369,,False,0.0,LOW
TX-000370,,False,0.0,LOW
TX-000371,,False,0.0,LOW
TX-000372,,False,0.0,LOW
TX-000373,,False,0.0,LOW
TX-000374,,False,0.0,LOW
TX-000375,,False,0.0,LOW
TX-000376,R21,True,40.0,MEDIUM
TX-000377,R6;R13,False,13.0,LOW
TX-000378,R21,True,40.0,MEDIUM
TX-000379,,False,0.0,LOW
TX-000380,,False,0.0,LOW
TX-000381,R21,True,40.0,MEDIUM
TX-000382,,False,0.0,LOW
TX-000383,,False,0.0,LOW
TX-000384,,False,0.0,LOW
TX-000385,,False,0.0,LOW
TX-000386,R13,False,5.0,LOW
TX-000387,R21,True,40.0,MEDIUM
TX-000388,,False,0.0,LOW
TX-000389,,False,0.0,LOW
TX-000390,,False,0.0,LOW
TX-000391,R21,True,40.0,MEDIUM
TX-000392,,False,0.0,LOW
TX-000393,R13,False,5.0,LOW
TX-000394,,False,0.0,LOW
TX-000395,,False,0.0,LOW
TX-000396,,False,0.0,LOW
TX-000397,,False,0.0,LOW
TX-000398,,False,0.0,LOW
TX-000399,,False,0.0,LOW
TX-000400,R13,False,5.0,LOW
TX-000401,,False,0.0,LOW
TX-000402,R21,True,40.0,MEDIUM
TX-000403,R21,True,40.0,MEDIUM
TX-000404,,False,0.0,LOW
TX-000405,,False,0.0,LOW
TX-000406,,False,0.0,LOW
TX-000407,,False,0.0,LOW
TX-000408,R13,False,5.0,LOW
TX-000409,,False,0.0,LOW
TX-000410,,False,0.0,LOW
TX-000411,,False,0.0,LOW
TX-000412,,False,0.0,LOW
TX-000413,,False,0.0,LOW
TX-000414,,False,0.0,LOW
TX-000415,R21,True,40.0,MEDIUM
TX-000416,,False,0.0,LOW
TX-000417,R21,True,40.0,MEDIUM
TX-000418,,False,0.0,LOW
TX-000419,,False,0.0,LOW
TX-000420,,False,0.0,LOW
TX-000421,,False,0.0,LOW
TX-000422,,False,0.0,LOW
TX-000423,,False,0.0,LOW
TX-000424,,False,0.0,LOW
TX-000425,R21,True,40.0,MEDIUM
TX-000426,R13,False,5.0,LOW
TX-000427,,False,0.0,LOW
TX-000428,R21,True,40.0,MEDIUM
TX-000429,,False,0.0,LOW
TX-000430,,False,0.0,LOW
TX-000431,,False,0.0,LOW
TX-000432,,False,0.0,LOW
TX-000433,R21,True,40.0,MEDIUM
TX-000434,,False,0.0,LOW
TX-000435,,False,0.0,LOW
TX-000436,,False,0.0,LOW
TX-000437,,False,0.0,LOW
TX-000438,,False,0.0,LOW
TX-000439,,False,0.0,LOW
TX-000440,,False,0.0,LOW
TX-000441,,False,0.0,LOW
TX-000442,R21,True,40.0,MEDIUM
TX-000443,,False,0.0,LOW
TX-000444,,False,0.0,LOW
TX-000445,R13,False,5.0,LOW
TX-000446,,False,0.0,LOW
TX-000447,,False,0.0,LOW
TX-000448,,False,0.0,LOW
TX-000449,R21,True,40.0,MEDIUM
TX-000450,R21,True,40.0,MEDIUM
TX-000451,,False,0.0,LOW
TX-000452,,False,0.0,LOW
TX-000453,,False,0.0,LOW
TX-000454,R21,True,40.0,MEDIUM
TX-000455,,False,0.0,LOW
TX-000456,R6;R13,False,13.0,LOW
TX-000457,,False,0.0,LOW
TX-000458,,False,0.0,LOW
TX-000459,,False,0.0,LOW
TX-000460,R13;R21,True,45.0,MEDIUM
TX-000461,,False,0.0,LOW
TX-000462,,False,0.0,LOW
TX-000463,,False,0.0,LOW
TX-000464,R21,True,40.0,MEDIUM
TX-000465,,False,0.0,LOW
TX-000466,R13,False,5.0,LOW
TX-000467,,False,0.0,LOW
TX-000468,,False,0.0,LOW
TX-000469,R21,True,40.0,MEDIUM
TX-000470,,False,0.0,LOW
TX-000471,,False,0.0,LOW
TX-000472,,False,0.0,LOW
TX-000473,,False,0.0,LOW
TX-000474,R21,True,40.0,MEDIUM
TX-000475,,False,0.0,LOW
TX-000476,,False,0.0,LOW
TX-000477,R21,True,40.0,MEDIUM
TX-000478,,False,0.0,LOW
TX-000479,,False,0.0,LOW
TX-000480,,False,0.0,LOW
TX-000481,,False,0.0,LOW
TX-000482,,False,0.0,LOW
TX-000483,,False,0.0,LOW
TX-000484,,False,0.0,LOW
TX-000485,R21,True,40.0,MEDIUM
TX-000486,R21,True,40.0,MEDIUM
TX-000487,,False,0.0,LOW
TX-000488,,False,0.0,LOW
TX-000489,R21,True,40.0,MEDIUM
TX-000490,,False,0.0,LOW
TX-000491,,False,0.0,LOW
TX-000492,,False,0.0,LOW
TX-000493,,False,0.0,LOW
TX-000494,R21,True,40.0,MEDIUM
TX-000495,,False,0.0,LOW
TX-000496,,False,0.0,LOW
TX-000497,,False,0.0,LOW
TX-000498,,False,0.0,LOW
TX-000499,,False,0.0,LOW
TX-000500,,False,0.0,LOW
TX-000501,,False,0.0,LOW
TX-000502,,False,0.0,LOW
TX-000503,,False,0.0,LOW
TX-000504,R21,True,40.0,MEDIUM
TX-000505,,False,0.0,LOW
TX-000506,R21,True,40.0,MEDIUM
TX-000507,R21,True,40.0,MEDIUM
TX-000508,R21,True,40.0,MEDIUM
TX-000509,,False,0.0,LOW
TX-000510,R21,True,40.0,MEDIUM
TX-000511,,False,0.0,LOW
TX-000512,,False,0.0,LOW
TX-000513,,False,0.0,LOW
TX-000514,,False,0.0,LOW
TX-000515,,False,0.0,LOW
TX-000516,,False,0.0,LOW
TX-000517,,False,0.0,LOW
TX-000518,,False,0.0,LOW
TX-000519,,False,0.0,LOW
TX-000520,,False,0.0,LOW
TX-000521,,False,0.0,LOW
TX-000522,,False,0.0,LOW
TX-000523,,False,0.0,LOW
TX-000524,R21,True,40.0,MEDIUM
TX-000525,R21,True,40.0,MEDIUM
TX-000526,,False,0.0,LOW
TX-000527,,False,0.0,LOW
TX-000528,,False,0.0,LOW
TX-000529,R13,False,5.0,LOW
TX-000530,,False,0.0,LOW
TX-000531,R21,True,40.0,MEDIUM
TX-000532,,False,0.0,LOW
TX-000533,,False,0.0,LOW
TX-000534,,False,0.0,LOW
TX-000535,,False,0.0,LOW
TX-000536,,False,0.0,LOW
TX-000537,R21,True,40.0,MEDIUM
TX-000538,,False,0.0,LOW
TX-000539,,False,0.0,LOW
TX-000540,,False,0.0,LOW
TX-000541,R13,False,5.0,LOW
TX-000542,,False,0.0,LOW
TX-000543,,False,0.0,LOW
TX-000544,,False,0.0,LOW
TX-000545,,False,0.0,LOW
TX-000546,,False,0.0,LOW
TX-000547,,False,0.0,LOW
TX-000548,,False,0.0,LOW
TX-000549,,False,0.0,LOW
TX-000550,,False,0.0,LOW
TX-000551,R13,False,5.0,LOW
TX-000552,,False,0.0,LOW
TX-000553,R6;R13,False,13.0,LOW
TX-000554,,False,0.0,LOW
TX-000555,,False,0.0,LOW
TX-000556,,False,0.0,LOW
TX-000557,,False,0.0,LOW
TX-000558,,False,0.0,LOW
TX-000559,,False,0.0,LOW
TX-000560,R13,False,5.0,LOW
TX-000561,,False,0.0,LOW
TX-000562,R13,False,5.0,LOW
TX-000563,,False,0.0,LOW
TX-000564,,False,0.0,LOW
TX-000565,,False,0.0,LOW
TX-000566,R21,True,40.0,MEDIUM
TX-000567,,False,0.0,LOW
TX-000568,,False,0.0,LOW
TX-000569,,False,0.0,LOW
TX-000570,,False,0.0,LOW
TX-000571,R13,False,5.0,LOW
TX-000572,,False,0.0,LOW
TX-000573,,False,0.0,LOW
TX-000574,,False,0.0,LOW
TX-000575,R21,True,40.0,MEDIUM
TX-000576,R21,True,40.0,MEDIUM
TX-000577,,False,0.0,LOW
TX-000578,R21,True,40.0,MEDIUM
TX-000579,,False,0.0,LOW
TX-000580,,False,0.0,LOW
TX-000581,R21,True,40.0,MEDIUM
TX-000582,,False,0.0,LOW
TX-000583,,False,0.0,LOW
TX-000584,,False,0.0,LOW
TX-000585,,False,0.0,LOW
TX-000586,R13;R21,True,45.0,MEDIUM
TX-000587,,False,0.0,LOW
TX-000588,,False,0.0,LOW
TX-000589,,False,0.0,LOW
TX-000590,,False,0.0,LOW
TX-000591,,False,0.0,LOW
TX-000592,R13,False,5.0,LOW
TX-000593,,False,0.0,LOW
TX-000594,,False,0.0,LOW
TX-000595,,False,0.0,LOW
TX-000596,R21,True,40.0,MEDIUM
TX-000597,,False,0.0,LOW
TX-000598,,False,0.0,LOW
TX-000599,R13,False,5.0,LOW
TX-000600,R21,True,40.0,MEDIUM
TX-000601,,False,0.0,LOW
TX-000602,,False,0.0,LOW
TX-000603,,False,0.0,LOW
TX-000604,,False,0.0,LOW
TX-000605,,False,0.0,LOW
TX-000606,,False,0.0,LOW
TX-000607,R21,True,40.0,MEDIUM
TX-000608,,False,0.0,LOW
TX-000609,,False,0.0,LOW
TX-000610,,False,0.0,LOW
TX-000611,,False,0.0,LOW
TX-000612,R13,False,5.0,LOW
TX-000613,,False,0.0,LOW
TX-000614,,False,0.0,LOW
TX-000615,,False,0.0,LOW
TX-000616,,False,0.0,LOW
TX-000617,,False,0.0,LOW
TX-000618,,False,0.0,LOW
TX-000619,R13;R21,True,45.0,MEDIUM
TX-000620,,False,0.0,LOW
TX-000621,,False,0.0,LOW
TX-000622,,False,0.0,LOW
TX-000623,R21,True,40.0,MEDIUM
TX-000624,,False,0.0,LOW
TX-000625,R21,True,40.0,MEDIUM
TX-000626,,False,0.0,LOW
TX-000627,,False,0.0,LOW
TX-000628,,False,0.0,LOW
TX-000629,,False,0.0,LOW
TX-000630,,False,0.0,LOW
TX-000631,,False,0.0,LOW
TX-000632,,False,0.0,LOW
TX-000633,,False,0.0,LOW
TX-000634,,False,0.0,LOW
TX-000635,,False,0.0,LOW
TX-000636,,False,0.0,LOW
TX-000637,,False,0.0,LOW
TX-000638,,False,0.0,LOW
TX-000639,R21,True,40.0,MEDIUM
TX-000640,,False,0.0,LOW
TX-000641,,False,0.0,LOW
TX-000642,,False,0.0,LOW
TX-000643,R21,True,40.0,MEDIUM
TX-000644,,False,0.0,LOW
TX-000645,R21,True,40.0,MEDIUM
TX-000646,,False,0.0,LOW
TX-000647,,False,0.0,LOW
TX-000648,,False,0.0,LOW
TX-000649,,False,0.0,LOW
TX-000650,,False,0.0,LOW
TX-000651,R21,True,40.0,MEDIUM
TX-000652,R21,True,40.0,MEDIUM
TX-000653,,False,0.0,LOW
TX-000654,,False,0.0,LOW
TX-000655,,False,0.0,LOW
TX-000656,,False,0.0,LOW
TX-000657,,False,0.0,LOW
TX-000658,,False,0.0,LOW
TX-000659,R6;R21,True,48.0,MEDIUM
TX-000660,R13;R21,True,45.0,MEDIUM
TX-000661,R13,False,5.0,LOW
TX-000662,,False,0.0,LOW
TX-000663,R21,True,40.0,MEDIUM
TX-000664,,False,0.0,LOW
TX-000665,,False,0.0,LOW
TX-000666,,False,0.0,LOW
TX-000667,,False,0.0,LOW
TX-000668,,False,0.0,LOW
TX-000669,,False,0.0,LOW
TX-000670,R21,True,40.0,MEDIUM
TX-000671,,False,0.0,LOW
TX-000672,,False,0.0,LOW
TX-000673,R13,False,5.0,LOW
TX-000674,,False,0.0,LOW
TX-000675,,False,0.0,LOW
TX-000676,,False,0.0,LOW
TX-000677,,False,0.0,LOW
TX-000678,,False,0.0,LOW
TX-000679,,False,0.0,LOW
TX-000680,,False,0.0,LOW
TX-000681,,False,0.0,LOW
TX-000682,R13,False,5.0,LOW
TX-000683,R13,False,5.0,LOW
TX-000684,,False,0.0,LOW
TX-000685,,False,0.0,LOW
TX-000686,,False,0.0,LOW
TX-000687,,False,0.0,LOW
TX-000688,,False,0.0,LOW
TX-000689,,False,0.0,LOW
TX-000690,,False,0.0,LOW
TX-000691,,False,0.0,LOW
TX-000692,,False,0.0,LOW
TX-000693,,False,0.0,LOW
TX-000694,,False,0.0,LOW
TX-000695,R21,True,40.0,MEDIUM
TX-000696,R13,False,5.0,LOW
TX-000697,,False,0.0,LOW
TX-000698,,False,0.0,LOW
TX-000699,,False,0.0,LOW
TX-000700,,False,0.0,LOW
TX-000701,R21,True,40.0,MEDIUM
TX-000702,,False,0.0,LOW
TX-000703,,False,0.0,LOW
TX-000704,,False,0.0,LOW
TX-000705,,False,0.0,LOW
TX-000706,,False,0.0,LOW
TX-000707,R21,True,40.0,MEDIUM
TX-000708,,False,0.0,LOW
TX-000709,,False,0.0,LOW
TX-000710,,False,0.0,LOW
TX-000711,,False,0.0,LOW
TX-000712,R13,False,5.0,LOW
TX-000713,R13,False,5.0,LOW
TX-000714,R13,False,5.0,LOW
TX-000715,,False,0.0,LOW
TX-000716,R21,True,40.0,MEDIUM
TX-000717,,False,0.0,LOW
TX-000718,,False,0.0,LOW
TX-000719,,False,0.0,LOW
TX-000720,,False,0.0,LOW
TX-000721,,False,0.0,LOW
TX-000722,,False,0.0,LOW
TX-000723,,False,0.0,LOW
TX-000724,,False,0.0,LOW
TX-000725,,False,0.0,LOW
TX-000726,,False,0.0,LOW
TX-000727,,False,0.0,LOW
TX-000728,,False,0.0,LOW
TX-000729,,False,0.0,LOW
TX-000730,,False,0.0,LOW
TX-000731,,False,0.0,LOW
TX-000732,,False,0.0,LOW
TX-000733,,False,0.0,LOW
TX-000734,,False,0.0,LOW
TX-000735,,False,0.0,LOW
TX-000736,,False,0.0,LOW
TX-000737,,False,0.0,LOW
TX-000738,,False,0.0,LOW
TX-000739,,False,0.0,LOW
TX-000740,,False,0.0,LOW
TX-000741,,False,0.0,LOW
TX-000742,,False,0.0,LOW
TX-000743,,False,0.0,LOW
TX-000744,R6,False,8.0,LOW
TX-000745,,False,0.0,LOW
TX-000746,,False,0.0,LOW
TX-000747,,False,0.0,LOW
TX-000748,,False,0.0,LOW
TX-000749,,False,0.0,LOW
TX-000750,R21,True,40.0,MEDIUM
TX-000751,,False,0.0,LOW
TX-000752,,False,0.0,LOW
TX-000753,,False,0.0,LOW
TX-000754,,False,0.0,LOW
TX-000755,,False,0.0,LOW
TX-000756,,False,0.0,LOW
TX-000757,R13,False,5.0,LOW
TX-000758,,False,0.0,LOW
TX-000759,,False,0.0,LOW
TX-000760,,False,0.0,LOW
TX-000761,,False,0.0,LOW
TX-000762,,False,0.0,LOW
TX-000763,,False,0.0,LOW
TX-000764,R21,True,40.0,MEDIUM
TX-000765,R21,True,40.0,MEDIUM
TX-000766,,False,0.0,LOW
TX-000767,,False,0.0,LOW
TX-000768,,False,0.0,LOW
TX-000769,R21,True,40.0,MEDIUM
TX-000770,,False,0.0,LOW
TX-000771,R13,False,5.0,LOW
TX-000772,,False,0.0,LOW
TX-000773,R21,True,40.0,MEDIUM
TX-000774,,False,0.0,LOW
TX-000775,R13,False,5.0,LOW
TX-000776,R21,True,40.0,MEDIUM
TX-000777,,False,0.0,LOW
TX-000778,,False,0.0,LOW
